60.5799,-175.088
60.5806,-175.1
60.5734,-175.108
60.5771,-175.11
60.5807,-175.128
60.5759,-175.122
60.558,-175.12
60.5464,-175.115
60.5577,-175.12
60.5671,-175.126
60.5796,-175.126
60.576,-175.133
60.5738,-175.12
60.576,-175.131
60.5722,-175.101
60.5692,-175.095
60.5677,-175.088
60.5721,-175.087
60.5643,-175.097
60.5612,-175.118
60.5549,-175.116
60.5617,-175.124
60.5637,-175.124
60.5484,-175.133
60.5539,-175.123
60.5498,-175.099
60.5393,-175.118
60.5376,-175.107
60.5417,-175.091
60.5445,-175.074
60.5519,-175.064
60.5537,-175.05
60.551,-175.043
60.5463,-175.044
60.5536,-175.036
60.5498,-175.037
60.55,-175.038
60.5539,-175.04
60.558,-175.036
60.5572,-175.029
60.5515,-175.039
60.5528,-175.029
60.547,-175.041
60.5458,-175.048
60.5522,-175.045
60.5573,-175.053
60.5544,-175.058
60.5627,-175.058
60.5601,-175.049
60.5608,-175.042
