70.3704,174.319
70.2698,174.138
70.3044,174.098
70.2975,174.074
70.2882,174.063
70.3078,174.036
70.2961,174.069
70.2973,174.043
70.2817,174.014
70.287,173.919
70.2896,173.978
70.2985,174.024
70.2986,173.981
70.2994,173.974
70.2987,173.947
70.298,173.952
70.2958,173.942
70.2975,173.975
70.2967,174.004
70.2862,173.987
70.2885,173.974
70.2873,173.991
70.2867,173.984
70.2953,173.969
70.3095,173.96
70.3026,173.936
70.3038,173.929
70.3053,173.944
70.3082,173.948
70.306,173.949
70.303,173.946
70.2996,173.943
70.3015,173.942
70.3068,173.934
70.3075,173.95
70.2972,173.977
70.2971,174.0
70.2981,174.015
70.295,174.033
70.2977,174.04
70.3021,174.059
70.301,174.055
70.2964,174.079
70.3007,174.1
70.3028,174.13
70.3046,174.139
70.3015,174.147
70.3006,174.131
70.2919,174.136
70.2933,174.164
