80.5937,-161.694
80.6561,-161.347
80.6892,-161.147
80.7162,-161.043
80.7138,-160.907
80.7405,-160.829
80.757,-160.762
80.7634,-160.716
80.7595,-160.622
80.777,-160.515
80.7717,-160.511
80.7719,-160.495
80.7729,-160.467
80.769,-160.407
80.7656,-160.355
80.7666,-160.305
80.7621,-160.229
80.7627,-160.196
80.7591,-160.132
80.7593,-160.114
80.759,-160.121
80.754,-160.101
80.7547,-160.068
80.7507,-160.01
80.7507,-160.021
80.7517,-159.982
80.7559,-160.012
80.7563,-159.973
80.7568,-159.951
80.7529,-159.915
80.7523,-159.948
80.748,-159.907
80.748,-159.907
80.7472,-159.906
80.7486,-159.801
80.7439,-159.826
80.7445,-159.776
80.7392,-159.74
80.7345,-159.716
80.7401,-159.691
80.7348,-159.688
80.7296,-159.686
80.7386,-159.681
80.7328,-159.712
80.7374,-159.748
80.7361,-159.793
80.7366,-159.738
80.7371,-159.743
80.7381,-159.748
80.7342,-159.711
