1719217195,155,In motion,Still,80,2,0.0938721,-0.0101318,0.395447,0.913635
1719217201,191,In motion,Still,77,2,0.532593,0.133789,0.316528,0.773438
1719217206,153,In motion,Still,70,2,0.0402222,-0.0183105,0.353577,0.934387
1719217210,134,Stable,Still,75,2,0.000976563,-0.0245972,0.392273,0.919556
1719217215,153,Stable,Still,83,2,0.153137,0.0338745,0.439819,0.884277
1719217219,154,In motion,Still,87,2,0.483826,0.072876,0.361755,0.793579
1719217223,116,Stable,Still,73,2,0.533691,0.110046,0.333374,0.769348
1719217229,114,In motion,Still,81,2,0.413635,0.0791016,0.403137,0.8125
1719217233,191,Stable,Still,86,2,0.341919,0.0687256,0.416199,0.839722
1719217252,155,In motion,Still,69,1,0.599304,-0.355713,0.607056,0.381836
1719217268,190,Stable,Still,92,1,0.477356,-0.327332,0.696594,0.42395
1719217289,119,In motion,Walking,37,1,0.552124,-0.24707,0.724976,0.329407
1719217311,181,In motion,Still,32,2,0.590393,-0.28064,0.685974,0.319519
1719217317,162,In motion,Still,73,2,0.328247,-0.191162,0.852295,0.35968
1719217321,123,In motion,Still,75,2,0.144775,-0.136658,0.892395,0.405029
1719217327,149,In motion,Still,84,2,0.265625,-0.177246,0.866821,0.382996
1719217334,114,Stable,Still,73,2,0.338196,-0.202026,0.842407,0.367615
1719217340,135,In motion,Still,80,2,0.173218,-0.203003,0.877563,0.398315
1719217345,154,Stable,Still,77,2,0.223022,-0.223267,0.864624,0.390991
1719217349,153,Stable,Still,82,2,0.160889,-0.206421,0.87561,0.405945
1719217355,122,In motion,Still,73,2,0.573059,-0.276611,0.698914,0.326477
1719217359,116,Stable,Still,77,2,0.598083,-0.28595,0.677368,0.318909
1719217363,190,In motion,Still,82,2,0.473328,-0.257874,0.766968,0.348206
1719217367,153,In motion,Still,86,2,0.627686,-0.299133,0.648682,0.309448
1719217371,163,Stable,Still,89,2,0.544739,-0.280518,0.719421,0.327087
1719217375,116,In motion,Still,92,2,0.426392,-0.242615,0.797241,0.351868
1719217380,118,In motion,Still,93,2,0.649048,-0.292175,0.637268,0.29541
1719217384,153,In motion,Still,95,2,0.0447998,-0.181641,0.888,0.420105
1719217389,176,In motion,Still,75,2,0.375854,-0.284058,0.796326,0.379272
1719217394,191,In motion,Still,73,2,0.719299,-0.307007,0.555603,0.282227
1719217400,153,In motion,Still,72,2,0.274597,-0.24054,0.854553,0.369324
1719217404,125,Stable,Still,75,2,0.201721,-0.230591,0.870239,0.385864
1719217407,154,Stable,Still,81,2,0.226379,-0.232788,0.864685,0.38324
1719217411,158,In motion,Still,86,2,0.460632,-0.290466,0.758667,0.357605
1719217415,195,In motion,Still,88,2,0.234741,-0.252014,0.855835,0.385986
1719217431,186,Stable,Still,95,2,0.239502,-0.249146,0.855896,0.384766
1719217435,122,In motion,Still,96,2,0.369568,-0.279602,0.799805,0.38147
1719217441,120,In motion,Still,97,2,0.479675,-0.28125,0.742615,0.373291
1719217446,136,In motion,Still,97,2,0.222778,-0.218628,0.860046,0.403503
1719217451,168,Stable,Still,97,2,0.311829,-0.253418,0.829468,0.388
1719217456,153,Stable,Still,97,2,0.379944,-0.270996,0.79718,0.383057
1719217461,122,Stable,Still,97,2,0.431824,-0.282104,0.765076,0.385437
1719217466,122,Stable,Still,97,2,0.594299,-0.316467,0.658081,0.337036
1719217471,143,In motion,Still,75,2,0.342834,-0.267334,0.8078,0.398132
1719217475,131,In motion,Still,81,2,0.519104,-0.2995,0.712585,0.364746
1719217481,165,In motion,Still,86,2,0.350525,-0.267517,0.803528,0.399902
1719217484,178,Stable,Still,89,2,0.436523,-0.288391,0.758606,0.388306
1719217489,153,Stable,Still,92,2,0.491333,-0.30188,0.72467,0.377258
1719217493,120,Stable,Still,93,2,0.545471,-0.310852,0.690857,0.358521
1719217497,171,In motion,Still,95,2,0.235596,-0.26123,0.837708,0.417664
1719217513,155,Stable,Still,83,2,0.616577,-0.32489,0.639343,0.324829
1719217518,158,In motion,Still,88,2,0.246826,-0.267578,0.836487,0.409607
1719217523,155,In motion,Still,77,2,0.426453,-0.313049,0.746155,0.404236
1719217529,120,In motion,Still,58,2,0.534058,-0.321167,0.685425,0.376648
1719217533,174,In motion,Still,74,2,0.282471,-0.278442,0.822205,0.408264
1719217538,224,In motion,Still,81,2,0.634094,-0.327026,0.61261,0.34021
1719217544,155,Stable,Still,88,2,0.39032,-0.302551,0.780884,0.382568
1719217551,148,In motion,Still,78,2,0.209534,-0.25647,0.848938,0.411865
1719226746,185,In motion,Walking,60,2,0.038147,-0.432739,0.716797,0.54541
1719227410,172,Stable,Still,91,1,0.269043,-0.0668945,0.959595,0.048584
1719227445,172,In motion,Walking,39,1,-0.108948,0.0657349,-0.976379,0.174744
1719227458,135,In motion,Running,84,1,0.16217,-0.0372925,0.982727,0.0812988
1719227474,165,In motion,Unknown,64,3,-0.0209961,0.0988159,-0.81543,0.570007
1719227535,185,In motion,Still,97,2,-0.456116,-0.250671,-0.742371,0.421936
1719227552,153,Stable,In-Vehicle,51,2,-0.676758,0.130066,-0.498535,0.525879
1719227560,148,Stable,Still,43,2,-0.689575,-0.151917,-0.599976,0.37616
1719227566,153,Stable,Still,79,2,-0.666931,-0.255676,-0.633606,0.297302
1719227570,157,In motion,Still,53,2,-0.621155,-0.268372,-0.684998,0.27002
1719227576,148,In motion,In-Vehicle,62,2,-0.654968,0.214905,-0.424133,0.58728
1719227583,171,In motion,Still,31,2,-0.645203,-0.281433,-0.639709,0.308777
1719227591,134,In motion,In-Vehicle,56,2,-0.699951,0.1922,-0.426086,0.539917
1719227601,174,In motion,In-Vehicle,51,2,-0.717529,-0.0614624,-0.547668,0.425903
1719227607,134,Stable,Still,45,2,-0.722229,-0.170044,-0.555115,0.375916
1719227612,136,Stable,Still,80,2,-0.72583,-0.231689,-0.560303,0.32489
1719227616,174,Stable,Still,85,2,-0.710632,-0.255737,-0.579346,0.306519
1719227622,153,Stable,Still,90,2,-0.680908,-0.274109,-0.615967,0.28595
1719227627,118,Stable,Still,93,2,-0.713074,-0.206482,-0.582581,0.330811
1719227631,151,Stable,Still,98,2,-0.709229,-0.109131,-0.582031,0.382507
1719227635,134,Stable,Still,95,2,-0.725159,-0.0425415,-0.548584,0.414001
1719227640,118,In motion,Still,67,2,-0.645996,-0.300049,-0.649353,0.266418
1719227644,153,In motion,Still,91,2,-0.701294,-0.13147,-0.593567,0.372314
1719227650,125,In motion,Unknown,91,2,-0.702759,-0.128174,-0.526001,0.461609
1719227654,125,In motion,Still,79,2,-0.732544,0.0408325,-0.435181,0.521851
1719227659,130,In motion,Still,96,2,-0.737488,0.0730591,-0.387634,0.548218
1719227663,132,In motion,Still,97,2,-0.677856,0.235901,-0.333374,0.611267
1719227668,136,Stable,Still,74,2,-0.73877,-0.00341797,-0.380066,0.556519
1719227673,102,In motion,Still,74,2,-0.724854,-0.20575,-0.519714,0.402649
1719227679,155,In motion,Still,79,2,-0.729797,0.00152588,-0.447021,0.517273
1719227684,132,In motion,Still,86,2,-0.743103,-0.172302,-0.506958,0.401428
1719227690,114,Stable,Still,89,2,-0.729919,0.11261,-0.378479,0.557922
1719227696,95,Stable,Still,97,2,-0.727295,-0.0592651,-0.459045,0.506775
1719227701,153,In motion,Still,95,2,-0.729004,-0.295837,-0.532227,0.312683
1719227705,118,In motion,Still,74,2,-0.736267,-0.21521,-0.502319,0.399109
1719227710,122,Stable,Still,67,2,-0.749817,-0.0653687,-0.438232,0.491394
1719227714,122,Stable,Still,74,2,-0.731567,-0.169983,-0.453369,0.47998
1719227719,102,In motion,Still,80,2,-0.73175,0.0562134,-0.35553,0.578735
1719227723,116,Stable,Still,77,2,-0.717712,0.111389,-0.337891,0.598572
1719227729,119,Stable,Still,88,2,-0.753784,-0.0498657,-0.377197,0.535767
1719227736,169,In motion,Still,93,2,-0.760742,-0.155701,-0.462463,0.427917
1719227741,122,In motion,Still,95,2,-0.727417,0.108948,-0.380005,0.560913
1719227747,153,In motion,Still,96,2,-0.728699,-0.174255,-0.502075,0.431946
1719227752,86,In motion,Still,97,2,-0.731934,0.000732422,-0.409424,0.544678
1719227757,95,Stable,Still,96,2,-0.729309,-0.105774,-0.459351,0.495911
1719227763,99,Stable,Still,97,2,-0.725586,-0.0293579,-0.409302,0.552368
1719227769,100,In motion,Still,96,2,-0.729553,-0.21637,-0.489075,0.42627
1719227773,99,Stable,Still,97,2,-0.7276,-0.111694,-0.446167,0.508972
1719227780,119,In motion,Still,97,2,-0.720642,0.134949,-0.372986,0.568604
1719227785,99,In motion,Still,97,2,-0.74231,-0.0830078,-0.416626,0.518188
1719227792,100,Stable,Still,97,2,-0.715271,-0.178101,-0.504944,0.449097
1719227797,134,In motion,Still,89,2,-0.704407,0.209351,-0.334534,0.589966
1719227810,191,Stable,In-Vehicle,33,1,-0.661743,-0.264099,-0.660034,0.238037
1719227816,414,Stable,Still,81,1,-0.667358,-0.259399,-0.65979,0.228088
1719227822,211,In motion,Still,37,0,-0.692383,-0.258789,-0.642883,0.200745
1719227837,283,In motion,Running,57,0,-0.678284,-0.384033,-0.575745,0.246948
1719227857,187,In motion,Running,72,2,0.046814,0.10321,-0.908142,0.402954
1719227871,155,In motion,Unknown,58,2,-0.33728,-0.19873,-0.817322,0.422791
1719227876,153,In motion,Still,86,2,-0.216248,-0.12738,-0.857239,0.449585
1719227882,154,In motion,Still,91,2,-0.36676,-0.19574,-0.815002,0.403625
1719227887,173,Stable,Still,93,2,-0.459045,-0.240051,-0.774353,0.363342
1719227891,158,Stable,Still,79,2,-0.413086,-0.220215,-0.796936,0.381836
1719227896,191,In motion,Still,96,2,-0.494324,-0.253601,-0.757141,0.343567
1719227901,173,Stable,Still,97,2,-0.484802,-0.247314,-0.763062,0.348572
1719227906,116,In motion,Still,97,2,-0.262512,-0.138367,-0.85498,0.425415
1719227911,95,In motion,Still,97,2,-0.239563,-0.13324,-0.861023,0.428406
1719227916,99,In motion,Still,97,2,-0.567749,-0.281555,-0.703796,0.320984
1719227921,130,In motion,Still,97,2,-0.590637,-0.305481,-0.68158,0.30542
1719227926,122,In motion,Still,97,2,-0.340454,-0.177063,-0.826599,0.411621
1719227929,137,In motion,Still,97,2,-0.334534,-0.171265,-0.831482,0.409119
1719227934,153,In motion,Still,97,0,-0.453491,-0.213562,-0.778259,0.378174
1719227939,128,Stable,Still,99,2,-0.457336,-0.243347,-0.773987,0.364136
1719227943,141,In motion,Still,97,2,-0.240417,-0.125366,-0.858398,0.435486
1719227950,190,Stable,Still,97,2,-0.254272,-0.138062,-0.857727,0.424988
1719227955,154,In motion,Still,96,2,-0.342468,-0.180115,-0.830627,0.400452
1719227959,121,In motion,Still,47,2,-0.101379,-0.0437012,-0.886841,0.44873
1719227963,132,In motion,Still,68,2,-0.372437,-0.203552,-0.822388,0.378845
1719227967,99,In motion,Still,81,2,-0.288635,-0.143494,-0.85553,0.405151
1719227972,99,In motion,Still,83,2,-0.417358,-0.209229,-0.801453,0.37384
1719227977,153,In motion,Still,75,2,-0.366638,-0.184143,-0.827148,0.383972
1719227984,185,Stable,Still,84,2,-0.199951,-0.108276,-0.87384,0.429749
1719227989,95,In motion,Still,86,2,-0.454163,-0.235962,-0.780518,0.359009
1719227993,100,In motion,Still,43,2,-0.097168,-0.0488281,-0.900269,0.421448
1719227999,102,In motion,Unknown,55,2,-0.524597,-0.263672,-0.743774,0.319336
1719228003,105,In motion,Still,50,2,-0.502686,-0.24408,-0.765259,0.319519
1719228007,134,In motion,Still,80,2,-0.435303,-0.200562,-0.800476,0.359924
1719228034,227,Stable,Still,96,1,-0.273132,-0.0391846,-0.951782,0.134033
1719228052,114,In motion,Walking,48,2,-0.313965,-0.0853271,-0.920288,0.217346
1719228060,100,In motion,Still,73,1,-0.0969849,-0.03479,-0.965027,0.240967
1719228088,98,Stable,Still,51,2,-0.16864,-0.0483398,-0.951904,0.251099
1719228095,132,In motion,Still,75,2,-0.397339,-0.113831,-0.889587,0.19458
1719228101,186,In motion,In-Vehicle,52,2,-0.185364,-0.0559082,-0.95874,0.20813
1719228108,155,In motion,Still,85,2,-0.487305,-0.110413,-0.853149,0.150085
1719228113,99,In motion,Still,90,2,-0.366394,-0.0845337,-0.90918,0.178955
1719228117,134,In motion,Still,40,2,-0.723999,-0.132751,-0.672607,0.0759888
1719228122,171,In motion,Unknown,60,2,-0.34314,-0.0942383,-0.915283,0.188599
1719228127,174,In motion,Still,63,2,-0.602356,-0.112427,-0.778503,0.135681
1719228133,153,In motion,Still,82,1,-0.337158,-0.0797729,-0.919739,0.184692
1719228153,194,Stable,Still,64,1,-0.294922,-0.0830688,-0.923218,0.231995
1719228171,227,In motion,Walking,74,2,-0.270142,-0.0682373,-0.931946,0.232056
1719228176,153,In motion,Still,64,2,-0.465088,-0.122437,-0.857849,0.181091
1719228179,162,In motion,Still,70,2,-0.406738,-0.103516,-0.886536,0.194824
1719228184,223,In motion,Still,81,2,-0.545471,-0.137207,-0.81073,0.162292
1719228190,114,In motion,Still,87,2,-0.364624,-0.0982666,-0.904175,0.199768
1719228195,191,Stable,Still,84,2,-0.271423,-0.071167,-0.936523,0.210205
1719228200,155,In motion,Still,47,2,-0.545654,-0.136841,-0.812134,0.154541
1719228208,324,In motion,Still,95,2,-0.500977,-0.115051,-0.845276,0.145874
1719229059,190,In motion,Unknown,37,2,-0.103943,-0.0251465,0.652893,0.749878
1719229078,174,Stable,Still,82,2,-0.210571,-0.0334473,0.393005,0.89447
1719229084,227,Stable,Still,85,2,-0.242859,-0.0891113,0.40155,0.87854
1719229091,227,Stable,Still,74,2,-0.315002,-0.144775,0.437195,0.829895
1719229099,233,In motion,In-Vehicle,62,2,-0.439514,-0.230469,0.489624,0.716919
1719229104,174,In motion,Still,85,1,-0.162354,-0.0492554,0.498474,0.850159
1719229412,224,Stable,Unknown,61,1,-0.0282593,-0.0618896,0.586731,0.806885
1719229419,224,In motion,Walking,61,1,0.0146484,-0.0780029,0.622864,0.77832
1719229423,358,Stable,Still,65,1,-0.00469971,-0.0852051,0.593323,0.800415
1719229432,243,In motion,Walking,78,1,-0.0284424,-0.0621948,0.630981,0.772766
1719229449,157,In motion,Unknown,43,2,0.0822144,-0.0905151,0.494568,0.860535
1719229462,155,In motion,Still,56,2,0.0184937,-0.0478516,0.576843,0.815247
1719229465,176,In motion,Unknown,41,2,0.108643,-0.886414,0.290833,0.343262
1719229468,155,In motion,Unknown,58,2,0.0786743,-0.317383,0.471375,0.819092
1719229470,120,In motion,Unknown,47,2,0.0897217,-0.0721436,0.534241,0.837463
1719229473,155,In motion,Unknown,67,2,-0.282288,-0.57959,0.730042,0.226746
1719229475,168,In motion,Unknown,67,2,0.400574,-0.333252,0.480469,0.705383
1719229478,153,In motion,Walking,41,2,0.000305176,-0.337341,0.6521,0.678894
1719229513,132,Stable,Still,96,0,-0.0942383,0.067627,0.677063,0.726685
1719229515,134,In motion,Still,96,1,-0.0231934,-0.16864,0.662537,0.729431
1719229517,153,In motion,Still,85,2,0.686218,-0.118774,0.159058,0.699768
1719229547,183,In motion,In-Vehicle,48,2,0.0476074,-0.219299,-0.824707,0.519104
1719229554,190,In motion,Still,45,2,0.0974121,-0.359436,-0.782715,0.498657
1719229560,191,Stable,Still,93,2,-0.0264282,-0.1922,-0.843323,0.501221
1719229739,268,Stable,Still,90,2,0.00469971,-0.177979,-0.959961,0.216187
1719229745,208,In motion,Still,80,2,0.0932617,-0.435242,-0.803833,0.394531
1719229751,268,Stable,Still,72,2,-0.0605469,-0.0878296,-0.85675,0.504517
1719229759,268,Stable,Still,45,2,0.0203857,-0.39447,-0.816406,0.421265
1719229773,224,In motion,In-Vehicle,44,1,-0.66687,-0.315552,-0.615723,0.276794
1719229783,324,In motion,In-Vehicle,48,1,-0.662842,-0.309143,-0.62085,0.282104
1719229797,278,In motion,Unknown,45,1,-0.605103,-0.383057,-0.601196,0.354553
1719229836,214,In motion,In-Vehicle,53,1,-0.629089,-0.435669,-0.533447,0.360352
1719229867,154,In motion,In-Vehicle,44,1,0.60199,0.118042,-0.689941,0.384216
1719230022,153,In motion,In-Vehicle,53,2,-0.247681,-0.395081,0.785095,0.407654
1719230028,160,Stable,Still,86,2,-0.277832,-0.448181,0.743286,0.411682
1719230031,157,Stable,Still,91,2,-0.272705,-0.443604,0.742554,0.421265
1719230033,190,Stable,Still,93,2,-0.280334,-0.445251,0.732666,0.431702
1719230034,118,In motion,Still,93,2,0.329224,0.127808,-0.932007,0.0811768
1719230036,190,In motion,Still,79,2,-0.220581,-0.112549,0.956482,0.154297
1719230037,185,In motion,Still,75,1,-0.0150146,-0.0765381,-0.925964,0.369507
1719230039,132,In motion,Unknown,45,2,0.131104,-0.139587,-0.940918,0.279175
1719230040,195,In motion,Unknown,54,2,0.29071,-0.5,-0.743286,0.336182
1719230042,123,In motion,Unknown,62,2,0.0748291,-0.269592,-0.881042,0.381409
1719230044,153,In motion,Walking,49,1,-0.0661011,-0.0200806,-0.917236,0.392334
1719230089,157,In motion,Unknown,63,3,0.216553,0.162476,-0.759216,0.591858
1719230091,153,In motion,Unknown,32,3,0.288269,0.239502,-0.840637,0.390991
1719230114,157,Stable,Still,86,2,-0.0635986,-0.0322876,-0.570435,0.818237
1719230116,134,In motion,Still,88,2,0.740906,0.151733,-0.399292,0.51825
1719230119,167,In motion,Walking,39,2,0.411011,-0.502014,-0.499084,0.574463
1719230121,141,In motion,Walking,68,2,0.0368652,0.0843506,-0.160522,0.982727
1719230147,190,In motion,In-Vehicle,39,2,0.0297852,-0.0270996,-0.659546,0.75061
1719230307,191,In motion,Still,89,2,-0.0735474,-0.66925,0.724731,0.146423
1719230339,114,In motion,Unknown,74,2,0.0908813,0.0765991,-0.429749,0.895081
1719230344,116,In motion,Walking,44,2,0.0740967,0.0893555,-0.43396,0.893433
1719230353,148,In motion,Still,68,2,0.0993042,0.187622,-0.918945,0.332397
1719230394,176,In motion,Walking,48,2,0.393127,-0.136292,0.828979,0.373718
1719230522,167,In motion,In-Vehicle,58,2,-0.0776978,-0.681885,0.724609,0.0628052
1719230531,155,Stable,Still,82,2,-0.0748901,-0.670837,0.735229,0.0614624
1719230766,165,On Table,Still,74,2,-0.0200195,-0.716919,0.696106,0.0318604
1719230782,153,On Table,Still,89,2,-0.0575562,-0.674561,0.734863,0.0413818
1719230787,243,On Table,Still,97,2,-0.0616455,-0.668457,0.739746,0.0466919
1719230793,247,On Table,Still,96,2,-0.0611572,-0.669373,0.738831,0.0476074
1719230796,185,On Table,Still,96,2,-0.0609741,-0.670105,0.738159,0.048645
1719230800,120,In motion,Still,86,2,-0.384216,-0.226624,0.474548,0.75885
1719230802,151,In motion,Still,58,2,-0.191956,-0.155823,0.633667,0.733032
1719230803,155,In motion,Still,71,2,-0.228943,-0.418213,0.520996,0.707947
1719230813,157,In motion,In-Vehicle,64,2,0.18866,-0.19104,0.451111,0.851135
1719230863,177,In motion,Walking,74,2,0.326904,-0.0325928,-0.229248,0.91626
1719230865,157,In motion,Walking,38,2,0.362122,-0.0498657,-0.197815,0.909546
1719231156,153,In motion,Still,72,1,-0.257813,0.101685,-0.86554,0.417236
1719231160,190,In motion,Still,75,1,-0.533936,-0.00445557,-0.617432,0.577698
1719231176,155,In motion,Walking,84,2,-0.105835,0.0632935,-0.894958,0.428833
1719231194,155,Stable,Still,73,2,-0.444519,0.262634,-0.634766,0.57489
1719231200,213,In motion,Still,75,2,-0.261841,-0.0357666,-0.757874,0.596497
1719231205,245,Stable,Still,75,2,-0.28418,0.0300903,-0.75116,0.595032
1719231211,134,In motion,Still,83,2,-0.233765,-0.110596,-0.745911,0.613831
1719231216,176,In motion,Still,76,2,-0.467346,0.256104,-0.627441,0.567749
1719231225,227,Stable,Still,72,2,-0.346741,0.0285645,-0.730835,0.587219
1719231230,187,In motion,Still,78,2,-0.452637,0.201233,-0.65686,0.568481
1719231241,176,Stable,Still,63,2,-0.306458,0.0748901,-0.756165,0.573364
1719231247,191,In motion,Still,81,2,-0.443481,0.260681,-0.673889,0.530273
1719231251,190,Stable,Still,75,2,-0.43634,0.275269,-0.674072,0.528687
1719231255,187,Stable,Still,76,2,-0.444092,0.299011,-0.662598,0.523804
1719231260,191,In motion,Still,82,2,-0.266296,0.0236816,-0.766846,0.583496
1719231265,154,In motion,Still,75,2,-0.373779,0.177795,-0.721191,0.555542
1719231272,153,Stable,Still,84,2,-0.328247,0.093811,-0.744812,0.573364
1719231278,176,In motion,Still,60,2,-0.488464,0.520081,-0.532166,0.45575
1719231284,153,Stable,Still,73,2,-0.276672,-0.00268555,-0.747009,0.604492
1719231289,148,In motion,Still,80,2,-0.429077,0.212646,-0.678284,0.557312
1719231293,155,Stable,Still,85,2,-0.408569,0.189209,-0.690002,0.566711
1719231298,155,Stable,Still,88,2,-0.46759,0.317932,-0.646973,0.511597
1719231304,153,Stable,Still,97,2,-0.374084,0.187683,-0.706482,0.57074
1719231309,211,Stable,Still,94,2,-0.354614,0.131897,-0.71991,0.581909
1719231316,191,Stable,Still,96,2,-0.254822,0.00268555,-0.756897,0.601807
1719231322,228,Stable,Still,97,2,-0.395935,0.159607,-0.703674,0.567993
1719231351,153,Stable,Still,78,1,-0.47583,-0.308899,-0.674133,0.4729
1719231355,171,Stable,Still,76,1,-0.471191,-0.300293,-0.678528,0.476868
1719231370,197,In motion,Walking,37,1,-0.521545,-0.321716,-0.66394,0.428528
1719231386,190,In motion,Walking,71,1,-0.398621,-0.30011,-0.635376,0.589355
1719231404,191,In motion,Walking,43,1,-0.456177,-0.237976,-0.72522,0.45752
1719231407,191,Stable,Still,64,1,-0.465942,-0.237854,-0.719849,0.456177
1719231408,134,Stable,Still,73,1,-0.464233,-0.236328,-0.720581,0.457581
1719231433,153,In motion,Unknown,55,1,-0.492554,-0.135742,-0.810852,0.2854
1719231489,185,In motion,Walking,50,2,-0.51532,-0.152466,-0.815247,0.215881
1719231498,195,In motion,Still,81,1,-0.288147,-0.0814209,-0.914673,0.271545
1719231507,113,Stable,Still,80,1,-0.285889,-0.0777588,-0.913513,0.278809
1719231520,190,In motion,Unknown,35,2,-0.345886,-0.213318,-0.755005,0.514526
1719231526,153,In motion,Still,78,1,-0.0958862,-0.0689697,-0.821167,0.55835
1719231529,132,Stable,Still,82,1,-0.122559,-0.0809326,-0.82196,0.550293
1719231536,155,In motion,Walking,68,2,-0.0892334,-0.0158691,-0.832214,0.546997
1719231541,122,Stable,Still,51,2,-0.142578,-0.0367432,-0.82843,0.540405
1719231547,153,In motion,Still,74,1,-0.477539,-0.258606,-0.723022,0.427002
1719231550,185,Stable,Still,74,1,-0.466736,-0.245972,-0.735962,0.424316
1719231557,171,In motion,Walking,67,1,-0.441162,-0.2276,-0.757263,0.424438
1719231568,185,In motion,Walking,74,1,-0.454712,-0.283691,-0.683594,0.495361
1719231588,153,In motion,Walking,62,2,-0.420654,-0.259399,-0.716675,0.492065
1719231598,176,Stable,Still,85,2,-0.249512,-0.12616,-0.790955,0.54425
1719231604,186,Stable,Still,77,2,-0.15625,-0.0740967,-0.815613,0.552185
1719231609,176,In motion,Still,73,1,-0.546082,-0.328064,-0.638977,0.431152
1719231612,190,Stable,Still,74,1,-0.525818,-0.320496,-0.653564,0.440063
1719231620,176,In motion,Walking,69,1,-0.530762,-0.228943,-0.733582,0.357483
1719231622,192,Stable,Still,32,1,-0.461914,-0.197632,-0.773804,0.385742
1719231632,118,In motion,Walking,76,2,-0.476013,-0.34906,-0.630005,0.504578
1719231639,178,In motion,Still,77,2,-0.247009,-0.172241,-0.732849,0.610168
1719231646,153,Stable,Still,86,2,-0.193115,-0.135315,-0.735229,0.635437
1719231655,191,Stable,Still,92,2,-0.363586,-0.25769,-0.693726,0.565857
1719231659,222,Stable,Still,94,2,-0.294617,-0.210266,-0.720032,0.592102
1719231665,211,Stable,Still,97,2,-0.258728,-0.180786,-0.727295,0.609436
1719231669,168,Stable,Still,96,2,-0.256714,-0.176819,-0.731079,0.606934
1719231674,194,In motion,Still,97,2,-0.512146,-0.37854,-0.593628,0.491943
1719231679,190,In motion,Still,97,2,-0.0535889,-0.0444946,-0.755798,0.651123
1719231684,195,In motion,Still,74,2,-0.532349,-0.401733,-0.576172,0.472534
1719231689,176,Stable,Still,74,1,-0.600952,-0.435791,-0.525391,0.415833
1719231692,176,In motion,Still,80,1,-0.58197,-0.479736,-0.494263,0.43219
1719231704,210,In motion,Walking,76,1,-0.65509,-0.406921,-0.536133,0.343323
1719231733,213,In motion,Walking,81,1,-0.673401,-0.358765,-0.561157,0.320862
1719231736,157,In motion,Still,48,1,-0.687134,-0.369385,-0.544983,0.30719
