50.2553,177.384
50.2686,177.396
50.2712,177.395
50.2619,177.372
50.2487,177.375
50.2501,177.36
50.2321,177.368
50.2361,177.352
50.2342,177.33
50.2543,177.335
50.2502,177.338
50.2457,177.343
50.2566,177.354
50.2495,177.374
50.2566,177.373
50.2643,177.385
50.2583,177.36
50.26,177.353
50.2593,177.366
50.2528,177.356
50.2474,177.332
50.2545,177.345
50.2538,177.35
50.2543,177.348
50.2561,177.341
50.2609,177.349
50.2577,177.339
50.2487,177.337
50.2524,177.332
50.2501,177.341
50.2522,177.341
50.2573,177.351
50.2477,177.333
50.2567,177.355
50.2548,177.372
50.2596,177.348
50.2513,177.354
50.2426,177.34
50.247,177.331
50.2572,177.327
50.2697,177.315
50.2582,177.305
50.2583,177.305
50.257,177.33
50.2643,177.327
50.2672,177.346
50.2684,177.354
50.2694,177.354
50.2639,177.362
50.2611,177.367
