31.5254,-178.614
31.7469,-178.291
31.3076,-176.695
31.7073,-177.487
31.5635,-177.407
31.6524,-177.394
31.7092,-177.39
31.6563,-177.472
31.6871,-177.531
31.6844,-177.539
31.6812,-177.521
31.6678,-177.429
31.7047,-177.479
31.7052,-177.464
31.6883,-177.484
31.6955,-177.49
31.676,-177.497
31.6955,-177.49
31.7024,-177.491
31.6787,-177.49
31.6637,-177.491
31.6872,-177.512
31.6999,-177.491
31.6965,-177.5
31.6836,-177.496
31.6842,-177.513
31.6942,-177.512
31.6836,-177.496
31.6957,-177.49
31.707,-177.504
31.7002,-177.503
31.6946,-177.517
31.7002,-177.503
31.6968,-177.492
31.6962,-177.495
31.6811,-177.495
31.6811,-177.495
31.676,-177.484
31.6812,-177.475
31.6767,-177.482
31.6846,-177.486
31.6828,-177.485
31.6913,-177.507
31.6784,-177.502
31.6845,-177.506
31.6845,-177.506
31.6906,-177.509
31.6811,-177.495
31.6884,-177.501
31.677,-177.507
