40.5322,179.994
40.5135,179.995
40.4926,179.987
40.4808,179.986
40.4827,179.987
40.4936,179.977
40.4995,179.987
40.4955,179.973
40.4896,179.958
40.4976,179.968
40.4609,179.957
40.5002,179.901
40.4101,179.796
40.3593,179.377
40.2759,179.271
40.3055,179.211
40.2988,179.209
40.2944,179.238
40.283,179.239
40.2844,179.261
40.2535,179.258
40.2626,179.235
40.244,179.239
40.2495,179.208
40.2521,179.219
40.2792,179.238
40.2921,179.228
40.2902,179.211
40.2989,179.207
40.289,179.208
40.2932,179.194
40.3025,179.214
40.309,179.221
40.3065,179.217
40.3059,179.215
40.3004,179.212
40.2995,179.194
40.3002,179.175
40.3081,179.17
40.3094,179.193
40.3171,179.203
40.3087,179.208
40.3011,179.186
40.3212,179.182
40.331,179.206
40.3306,179.197
40.3374,179.188
40.3206,179.19
40.3285,179.214
40.3596,179.205
